name,ttm,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
OperatingIncome,"74,253,000,000","33,534,000,000","14,775,000,000","13,091,000,000","12,853,000,000","25,569,000,000","15,625,000,000","11,544,000,000","13,415,000,000","23,346,000,000","16,118,000,000","12,612,000,000","15,894,000,000","26,274,000,000","13,120,000,000","10,768,000,000","14,097,000,000","23,359,000,000","11,761,000,000","10,105,000,000","13,987,000,000","24,171,000,000","14,623,000,000","14,083,000,000","18,278,000,000","24,246,000,000","11,165,000,000","10,282,000,000","13,593,000,000","17,463,000,000","10,030,000,000","9,201,000,000","12,558,000,000","17,210,000,000","10,944,000,000","11,573,000,000","15,384,000,000","17,340,000,000","8,710,000,000","9,379,000,000","7,874,000,000","7,827,000,000","5,447,000,000","4,234,000,000","3,979,000,000","4,725,000,000","2,193,000,000","1,672,000,000","1,667,000,000","2,126,000,000","1,442,000,000","1,392,000,000","1,315,000,000","2,126,000,000","1,060,000,000","1,041,000,000","986,000,000","1,322,000,000","608,000,000","566,000,000","529,000,000","750,000,000","418,000,000","427,000,000","402,000,000","403,000,000","133,000,000","80,000,000","62,000,000","74,000,000","31,000,000","9,000,000","-1,000,000","-14,000,000","-16,000,000","13,000,000","28,000,000","20,000,000","53,000,000","31,000,000","-8,000,000","-420,000,000","84,000,000","168,000,000","170,000,000","198,000,000","67,000,000","104,000,000","88,000,000","127,000,000","109,000,000","61,000,000","51,000,000","40,000,000","-33,000,000","-60,000,000","-561,000,000","-124,000,000","6,000,000","-116,000,000","-975,000,000","-119,000,000","72,000,000","156,000,000","166,000,000","267,000,000","190,411,000","105,566,000","35,000,000","64,707,000","7,100,000","-306,700,000","169,100,000","240,800,000","131,600,000","201,100,000","210,400,000","262,600,000","121,300,000","-88,800,000","186,600,000","228,400,000","140,600,000","182,300,000","199,200,000","190,000,000","-3,266,000,000","1,248,200,000","1,246,900,000","1,405,100,000","-2,282,400,000","993,100,000","867,200,000","1,042,400,000","-1,503,100,000","637,100,000","575,300,000","662,300,000","-1,117,600,000","448,300,000","408,900,000","533,900,000","-1,361,300,000"
NetNonOperatingInterestIncomeExpense,"739,000,000","109,000,000","134,000,000","204,000,000","292,000,000","260,000,000","296,000,000","324,000,000","348,000,000","417,000,000","443,000,000","572,000,000","713,000,000","718,000,000","702,000,000","725,000,000","752,000,000","699,000,000","586,000,000","627,000,000","665,000,000","665,000,000","588,000,000","565,000,000","512,000,000","523,000,000","404,000,000","339,000,000","325,000,000","343,000,000","307,000,000","332,000,000","420,000,000","421,000,000",,,,,,,,,,,,,,,,,,,,,"188,000,000","168,000,000","158,000,000","133,000,000","120,000,000","99,000,000","87,000,000","88,000,000","60,000,000","46,000,000","33,000,000","28,000,000","20,000,000","15,000,000","14,000,000","12,000,000","11,000,000","13,000,000","16,000,000","21,000,000","21,000,000","27,000,000","26,000,000","31,000,000","41,000,000","47,000,000","65,000,000","59,000,000","53,000,000","52,000,000","49,000,000","42,000,000","37,000,000","24,000,000","19,000,000","16,000,000","-25,000,000","48,000,000","8,000,000","7,000,000","-5,000,000","4,000,000","8,000,000","4,000,000","4,000,000","-2,000,000","-2,000,000","0","9,000,000","16,000,000","16,000,000","15,000,000","20,135,000","-9,678,000","0","-163,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"3,465,000,000","747,000,000","768,000,000","901,000,000","1,049,000,000","1,045,000,000","1,106,000,000","1,190,000,000","1,358,000,000","1,307,000,000","1,311,000,000","1,418,000,000","1,505,000,000","1,452,000,000","1,368,000,000","1,327,000,000","1,282,000,000","1,224,000,000","1,036,000,000","1,036,000,000","986,000,000","941,000,000","826,000,000","766,000,000","675,000,000","654,000,000","519,000,000","439,000,000","410,000,000","427,000,000","390,000,000","385,000,000","420,000,000","421,000,000",,,,,,,,,,,,,,,,,,,,,"188,000,000","168,000,000","158,000,000","133,000,000","120,000,000","99,000,000","87,000,000","88,000,000",,,,"28,000,000","20,000,000","15,000,000","15,000,000","14,000,000","13,000,000","15,000,000","18,000,000","23,000,000","23,000,000","29,000,000","29,000,000","34,000,000","43,000,000","51,000,000",,"64,000,000","59,000,000",,,"47,000,000","42,000,000",,,"32,000,000",,,,,,,,,"22,000,000","10,000,000","11,000,000","17,000,000","24,000,000","32,000,000","26,000,000",,,,"8,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"2,726,000,000","638,000,000","634,000,000","697,000,000","757,000,000","785,000,000","810,000,000","866,000,000","1,010,000,000","890,000,000","868,000,000","846,000,000","792,000,000","734,000,000","666,000,000","602,000,000","530,000,000","525,000,000","450,000,000","409,000,000","321,000,000","276,000,000","238,000,000","201,000,000","163,000,000","131,000,000","115,000,000","100,000,000","85,000,000","84,000,000","83,000,000","53,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","3,000,000","3,000,000","2,000,000","4,000,000",,"5,000,000","6,000,000",,,"5,000,000","5,000,000",,,"16,000,000",,,,,,,,,"18,000,000","12,000,000","13,000,000","17,000,000","15,000,000","16,000,000","10,000,000",,,,"8,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-60,000,000","-46,000,000","-33,000,000",,,,,,,,,,,,,,,,"-65,000,000",,,"-52,000,000","-49,000,000",,,"-24,000,000","-19,000,000",,,"-48,000,000","-8,000,000","-7,000,000",,"-4,000,000","-8,000,000","-4,000,000",,,,,,,,"-15,000,000",,"9,678,000",,"163,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-240,000,000","-64,000,000","-8,000,000","-158,000,000","-10,000,000","89,000,000","206,000,000","43,000,000","30,000,000","143,000,000","-140,000,000","100,000,000","-439,000,000","38,000,000","95,000,000","-185,000,000","-165,000,000","122,000,000","-159,000,000","-263,000,000","-510,000,000","-263,000,000","-149,000,000","-175,000,000","-226,000,000","-353,000,000","-97,000,000","-137,000,000","-100,000,000","-97,000,000","-194,000,000","-98,000,000","-73,000,000","41,000,000","-1,139,000,000","288,000,000","148,000,000","137,000,000","-438,000,000","172,000,000","26,000,000","136,000,000","-297,000,000","58,000,000","50,000,000","33,000,000","-362,000,000","60,000,000","63,000,000","158,000,000","-513,000,000","118,000,000","162,000,000","200,000,000","-18,000,000","-13,000,000","-10,000,000","-7,000,000","-7,000,000","-4,000,000","-11,000,000","-7,000,000",,,"-6,000,000","-2,000,000","-6,000,000","-10,000,000","-12,000,000","1,000,000","13,000,000","4,000,000","4,000,000","-15,000,000","-70,000,000","-1,000,000","1,000,000","2,000,000","0","9,000,000","5,000,000","66,000,000","92,000,000","50,000,000","100,000,000","34,000,000","21,000,000","101,000,000","46,000,000","26,000,000","40,000,000","-7,000,000",,,"-123,000,000",,"-155,000,000",,"30,000,000","67,000,000","-198,000,000","10,000,000","14,000,000","-8,000,000","-66,000,000","17,000,000","-25,619,000","126,855,000","-7,000,000",,"-2,900,000","2,900,000","9,800,000","19,400,000","25,700,000","11,300,000","7,500,000","5,100,000","9,800,000","3,300,000","25,000,000","14,400,000","20,900,000","14,100,000","16,900,000","14,600,000",,,,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,000,000",,"4,000,000","14,000,000","5,000,000","9,000,000",,"-65,000,000",,,"23,000,000","8,000,000","11,000,000","5,000,000","58,000,000","91,000,000","50,000,000","100,000,000","134,000,000","34,000,000","101,000,000","55,000,000","32,000,000",,,,,,,,,"75,000,000","-2,000,000","7,000,000","11,000,000","13,000,000","-13,000,000","-68,000,000",,,,"-6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"288,000,000","148,000,000","137,000,000",,"172,000,000","26,000,000","136,000,000",,"58,000,000","50,000,000","33,000,000","-362,000,000","60,000,000","63,000,000","158,000,000","140,000,000","118,000,000","162,000,000","200,000,000","-18,000,000","-13,000,000","-10,000,000","-7,000,000","-7,000,000","-4,000,000","-11,000,000","81,000,000","0","0","0","-2,000,000","-5,000,000","-8,000,000","-10,000,000","0","0","0","-3,000,000","-23,000,000","-4,000,000","0","0","-24,000,000","0","0","0","0","0","0","0","-98,000,000","-18,000,000","101,000,000","-9,000,000","32,000,000","0","-7,000,000",,,"-137,000,000",,"-155,000,000",,"28,000,000",,"-207,000,000",,"0","6,000,000",,"17,000,000","0","126,855,000","-6,700,000",,"-2,900,000","2,900,000","9,800,000","19,400,000","25,700,000","11,300,000","7,500,000","5,100,000","9,800,000","3,300,000","25,000,000","14,400,000","20,900,000","14,100,000","16,900,000","14,600,000",,,,,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"5,000,000","8,000,000","10,000,000","0","0","0","3,000,000","23,000,000","6,000,000","0","0","24,000,000","0","0","0","0","0","0","0","8,000,000","18,000,000",,"9,000,000",,,,,,"62,000,000",,"155,000,000",,"-28,000,000",,"207,000,000",,"0","-6,000,000",,"-17,000,000","0","-126,855,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,000,000","2,000,000","2,000,000",,"-8,000,000",,"-7,000,000",,"64,000,000",,,"-26,000,000",,,,,"0",,,"90,000,000","-42,000,000",,"-55,000,000",,,,,,"75,000,000",,"367,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-240,000,000","-64,000,000","-8,000,000","-158,000,000","-10,000,000","89,000,000","206,000,000","43,000,000","30,000,000","143,000,000","-140,000,000","100,000,000","-439,000,000","38,000,000","95,000,000","-185,000,000","-165,000,000","122,000,000","-159,000,000","-263,000,000","-510,000,000","-263,000,000","-149,000,000","-175,000,000","-226,000,000","-353,000,000","-97,000,000","-137,000,000","-100,000,000","-97,000,000","-194,000,000","-98,000,000","-73,000,000","41,000,000","-1,139,000,000","288,000,000","148,000,000","137,000,000","-438,000,000","172,000,000","26,000,000","136,000,000","-297,000,000","58,000,000","50,000,000","33,000,000","-362,000,000","60,000,000","63,000,000","158,000,000","-513,000,000","118,000,000","162,000,000","200,000,000","-18,000,000","-13,000,000","-10,000,000","-7,000,000","-7,000,000","-4,000,000","-11,000,000","-7,000,000",,,,"-2,000,000","-1,000,000","-3,000,000","-2,000,000","-3,000,000","-1,000,000","-1,000,000","-2,000,000","8,000,000","4,000,000","-1,000,000","1,000,000","3,000,000","-8,000,000","-2,000,000",,"8,000,000","1,000,000",,,"-2,000,000","5,000,000",,,"-6,000,000",,,,,,,,,"-73,000,000","69,000,000","2,000,000","-1,000,000","1,000,000","-1,000,000","2,000,000",,,,"-1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"74,752,000,000","33,579,000,000","14,901,000,000","13,137,000,000","13,135,000,000","25,918,000,000","16,127,000,000","11,911,000,000","13,793,000,000","23,906,000,000","16,421,000,000","13,284,000,000","16,168,000,000","27,030,000,000","13,917,000,000","11,308,000,000","14,684,000,000","24,180,000,000","12,188,000,000","10,469,000,000","14,142,000,000","24,573,000,000","15,062,000,000","14,473,000,000","18,564,000,000","24,416,000,000","11,472,000,000","10,484,000,000","13,818,000,000","17,709,000,000","10,143,000,000","9,435,000,000","12,905,000,000","17,672,000,000","10,893,000,000","11,861,000,000","15,532,000,000","17,477,000,000","8,791,000,000","9,551,000,000","7,900,000,000","7,963,000,000","5,461,000,000","4,292,000,000","4,029,000,000","4,758,000,000","2,238,000,000","1,732,000,000","1,730,000,000","2,284,000,000","1,582,000,000","1,510,000,000","1,477,000,000","2,326,000,000","1,230,000,000","1,196,000,000","1,134,000,000","1,448,000,000","721,000,000","661,000,000","605,000,000","831,000,000","478,000,000","473,000,000","435,000,000","429,000,000","147,000,000","85,000,000","64,000,000","87,000,000","55,000,000","26,000,000","19,000,000","-8,000,000","-60,000,000","39,000,000","55,000,000","53,000,000","94,000,000","87,000,000","62,000,000","-295,000,000","229,000,000","270,000,000","319,000,000","274,000,000","125,000,000","229,000,000","153,000,000","169,000,000","114,000,000","109,000,000","59,000,000","47,000,000","-161,000,000","-56,000,000","-708,000,000","-120,000,000","40,000,000","-51,000,000","-1,175,000,000","-109,000,000","95,000,000","164,000,000","116,000,000","299,000,000","184,927,000","222,743,000","28,000,000","64,544,000","4,400,000","-303,700,000","178,900,000","260,200,000","157,500,000","212,400,000","217,900,000","267,800,000","131,000,000","-85,600,000","211,500,000","242,700,000","161,400,000","196,400,000","216,100,000","204,600,000",,,,,,,,,,,,,,,,,
TaxProvision,"10,822,000,000","4,824,000,000","2,228,000,000","1,884,000,000","1,886,000,000","3,682,000,000","2,441,000,000","1,867,000,000","2,232,000,000","3,941,000,000","2,296,000,000","1,765,000,000","2,346,000,000","6,965,000,000","3,203,000,000","2,591,000,000","3,655,000,000","6,289,000,000","3,174,000,000","2,673,000,000","3,626,000,000","6,212,000,000","3,938,000,000","3,796,000,000","4,995,000,000","6,392,000,000","3,005,000,000","2,736,000,000","3,595,000,000","4,637,000,000","2,631,000,000","2,535,000,000","3,358,000,000","4,594,000,000","2,670,000,000","3,037,000,000","3,910,000,000","4,413,000,000","2,168,000,000","2,243,000,000","1,913,000,000","1,959,000,000","1,153,000,000","1,039,000,000","955,000,000","1,380,000,000","573,000,000","503,000,000","525,000,000","679,000,000","446,000,000","438,000,000","432,000,000","745,000,000","326,000,000","378,000,000","364,000,000","444,000,000","179,000,000","189,000,000","195,000,000","266,000,000","48,000,000","153,000,000","145,000,000","134,000,000","41,000,000","24,000,000","18,000,000","24,000,000","14,000,000","7,000,000","5,000,000","-2,000,000","-15,000,000","7,000,000","15,000,000","15,000,000","28,000,000","26,000,000","19,000,000","-88,000,000","59,000,000","70,000,000","86,000,000","91,000,000","14,000,000","26,000,000","18,000,000","17,000,000","8,000,000","8,000,000","4,000,000","0","0","0","0",,"15,000,000","-19,000,000","-435,000,000","-40,000,000","35,000,000","61,000,000","43,000,000","111,000,000","70,272,000","84,642,000","11,000,000","24,526,000","1,700,000","-115,400,000","68,000,000","98,900,000","59,900,000","80,700,000","82,800,000","101,800,000","49,800,000","-32,500,000","80,400,000","92,200,000","62,900,000","76,600,000","84,300,000","79,800,000",,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"63,930,000,000","28,755,000,000","12,673,000,000","11,253,000,000","11,249,000,000","22,236,000,000","13,686,000,000","10,044,000,000","11,561,000,000","19,965,000,000","14,125,000,000","11,519,000,000","13,822,000,000","20,065,000,000","10,714,000,000","8,717,000,000","11,029,000,000","17,891,000,000","9,014,000,000","7,796,000,000","10,516,000,000","18,361,000,000","11,124,000,000","10,677,000,000","13,569,000,000","18,024,000,000","8,467,000,000","7,748,000,000","10,223,000,000","13,072,000,000","7,512,000,000","6,900,000,000","9,547,000,000","13,078,000,000","8,223,000,000","8,824,000,000","11,622,000,000","13,064,000,000","6,623,000,000","7,308,000,000","5,987,000,000","6,004,000,000","4,308,000,000","3,253,000,000","3,074,000,000","3,378,000,000","1,665,000,000","1,229,000,000","1,205,000,000","1,605,000,000","1,136,000,000","1,072,000,000","1,045,000,000","1,581,000,000","904,000,000","818,000,000","770,000,000","1,004,000,000","542,000,000","472,000,000","410,000,000","565,000,000","430,000,000","320,000,000","290,000,000","295,000,000","106,000,000","61,000,000","46,000,000","63,000,000","44,000,000","19,000,000","14,000,000","-8,000,000","-45,000,000","32,000,000","40,000,000","38,000,000","66,000,000","61,000,000","43,000,000","-195,000,000","170,000,000","200,000,000","233,000,000","183,000,000","111,000,000","203,000,000","135,000,000","152,000,000","106,000,000","101,000,000","55,000,000","47,000,000","-161,000,000","-56,000,000","-708,000,000","-120,000,000","25,000,000","-32,000,000","-740,000,000","-69,000,000","60,000,000","103,000,000","73,000,000","188,000,000","114,655,000","138,101,000","17,000,000","40,018,000","2,700,000","-188,300,000","110,900,000","161,300,000","97,600,000","131,700,000","135,100,000","166,000,000","81,200,000","-53,100,000","131,100,000","150,500,000","98,500,000","119,800,000","131,800,000","124,800,000",,,,,,,,,,,,,,,,,
	NetIncome,"63,930,000,000","28,755,000,000","12,673,000,000","11,253,000,000","11,249,000,000","22,236,000,000","13,686,000,000","10,044,000,000","11,561,000,000","19,965,000,000","14,125,000,000","11,519,000,000","13,822,000,000","20,065,000,000","10,714,000,000","8,717,000,000","11,029,000,000","17,891,000,000","9,014,000,000","7,796,000,000","10,516,000,000","18,361,000,000","11,124,000,000","10,677,000,000","13,569,000,000","18,024,000,000","8,467,000,000","7,748,000,000","10,223,000,000","13,072,000,000","7,512,000,000","6,900,000,000","9,547,000,000","13,078,000,000","8,223,000,000","8,824,000,000","11,622,000,000","13,064,000,000","6,623,000,000","7,308,000,000","5,987,000,000","6,004,000,000","4,308,000,000","3,253,000,000","3,074,000,000","3,378,000,000","1,665,000,000","1,229,000,000","1,205,000,000","1,605,000,000","1,136,000,000","1,072,000,000","1,045,000,000","1,581,000,000","904,000,000","818,000,000","770,000,000","1,004,000,000","542,000,000","472,000,000","410,000,000","565,000,000","430,000,000","320,000,000","290,000,000","295,000,000","106,000,000","61,000,000","46,000,000","63,000,000","44,000,000","19,000,000","14,000,000","-8,000,000","-45,000,000","32,000,000","40,000,000","38,000,000","66,000,000","61,000,000","43,000,000","-195,000,000","170,000,000","200,000,000","233,000,000","183,000,000","111,000,000","203,000,000","135,000,000","152,000,000","106,000,000","101,000,000","55,000,000","47,000,000","-161,000,000","-56,000,000","-708,000,000","-120,000,000","25,000,000","-32,000,000","-740,000,000","-69,000,000","60,000,000","103,000,000","73,000,000","188,000,000","114,655,000","138,101,000","17,000,000","40,018,000","2,700,000","-188,300,000","110,900,000","161,300,000","97,600,000","131,700,000","135,100,000","166,000,000","81,200,000","-53,100,000","131,100,000","150,500,000","98,500,000","119,800,000","131,800,000","124,800,000",,,,,,,,,,,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"63,930,000,000","28,755,000,000","12,673,000,000","11,253,000,000","11,249,000,000","22,236,000,000","13,686,000,000","10,044,000,000","11,561,000,000","19,965,000,000","14,125,000,000","11,519,000,000","13,822,000,000","20,065,000,000","10,714,000,000","8,717,000,000","11,029,000,000","17,891,000,000","9,014,000,000","7,796,000,000","10,516,000,000","18,361,000,000","11,124,000,000","10,677,000,000","13,569,000,000","18,024,000,000","8,467,000,000","7,748,000,000","10,223,000,000","13,072,000,000","7,512,000,000","6,900,000,000","9,547,000,000","13,078,000,000","8,223,000,000","8,824,000,000","11,622,000,000","13,064,000,000","6,623,000,000","7,308,000,000","5,987,000,000","6,004,000,000","4,308,000,000","3,253,000,000","3,074,000,000","3,378,000,000","1,665,000,000","1,229,000,000","1,205,000,000","1,605,000,000","1,136,000,000","1,072,000,000","1,045,000,000","1,581,000,000","904,000,000","818,000,000","770,000,000","1,004,000,000","542,000,000","472,000,000","410,000,000","565,000,000","430,000,000","320,000,000","290,000,000","295,000,000","106,000,000","61,000,000","46,000,000","63,000,000","44,000,000","19,000,000","14,000,000","-8,000,000","-45,000,000","32,000,000","40,000,000","38,000,000","66,000,000","61,000,000","43,000,000","-195,000,000","170,000,000","200,000,000","233,000,000","183,000,000","111,000,000","203,000,000","135,000,000","152,000,000","106,000,000","101,000,000","55,000,000","47,000,000","-161,000,000","-56,000,000","-708,000,000","-120,000,000","25,000,000","-32,000,000","-740,000,000","-69,000,000","60,000,000","103,000,000","73,000,000","188,000,000","114,655,000","138,101,000","17,000,000","40,018,000","2,700,000","-188,300,000","110,900,000","161,300,000","97,600,000","131,700,000","135,100,000","166,000,000","81,200,000","-53,100,000","131,100,000","150,500,000","98,500,000","119,800,000","131,800,000","124,800,000","161,000,000","96,100,000","56,400,000","140,500,000","108,000,000","91,300,000","79,700,000","121,400,000","71,700,000","53,500,000","33,900,000","58,500,000","32,900,000","32,300,000","31,800,000","56,900,000","22,300,000"
			NetIncomeContinuousOperations,"63,930,000,000","28,755,000,000","12,673,000,000","11,253,000,000","11,249,000,000","22,236,000,000","13,686,000,000","10,044,000,000","11,561,000,000","19,965,000,000","14,125,000,000","11,519,000,000","13,822,000,000","20,065,000,000","10,714,000,000","8,717,000,000","11,029,000,000","17,891,000,000","9,014,000,000","7,796,000,000","10,516,000,000","18,361,000,000","11,124,000,000","10,677,000,000","13,569,000,000","18,024,000,000","8,467,000,000","7,748,000,000","10,223,000,000","13,072,000,000","7,512,000,000","6,900,000,000","9,547,000,000","13,078,000,000","8,223,000,000","8,824,000,000","11,622,000,000","13,064,000,000","6,623,000,000","7,308,000,000","5,987,000,000","6,004,000,000","4,308,000,000","3,253,000,000","3,074,000,000","3,378,000,000","1,665,000,000","1,229,000,000","1,205,000,000","1,605,000,000","1,136,000,000","1,072,000,000","1,045,000,000","1,581,000,000","904,000,000","818,000,000","770,000,000","1,004,000,000","542,000,000","472,000,000","410,000,000","565,000,000","430,000,000","320,000,000","290,000,000","295,000,000","106,000,000","61,000,000","46,000,000","63,000,000","41,000,000","19,000,000","14,000,000","-6,000,000","-45,000,000","32,000,000","40,000,000","38,000,000","66,000,000","61,000,000","43,000,000","-207,000,000","170,000,000","200,000,000","233,000,000","183,000,000","111,000,000","203,000,000","135,000,000","152,000,000","106,000,000","101,000,000","55,000,000","47,000,000","-161,000,000","-56,000,000","-708,000,000","-120,000,000","25,000,000","-32,000,000","-740,000,000","-69,000,000","60,000,000","103,000,000","73,000,000","188,000,000","114,655,000","138,101,000","17,000,000","40,018,000","2,700,000","-188,300,000","110,900,000","161,300,000","97,600,000","131,700,000","135,100,000","166,000,000","81,200,000","-53,100,000","131,100,000","150,500,000","98,500,000","119,800,000","131,800,000","124,800,000","161,000,000","96,100,000","56,400,000","140,500,000","108,000,000","91,300,000","79,700,000","121,400,000","71,700,000","53,500,000","33,900,000","58,500,000","32,900,000","32,300,000","31,800,000","56,900,000","22,300,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000",,,"2,000,000",,,,,"0",,,"12,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","3,000,000","0","0","-2,000,000","0","0","0","0","0","0","0","12,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"63,930,000,000","28,755,000,000","12,673,000,000","11,253,000,000","11,249,000,000","22,236,000,000","13,686,000,000","10,044,000,000","11,561,000,000","19,965,000,000","14,125,000,000","11,519,000,000","13,822,000,000","20,065,000,000","10,714,000,000","8,717,000,000","11,029,000,000","17,891,000,000","9,014,000,000","7,796,000,000","10,516,000,000","18,361,000,000","11,124,000,000","10,677,000,000","13,569,000,000","18,024,000,000","8,467,000,000","7,748,000,000","10,223,000,000","13,072,000,000","7,512,000,000","6,900,000,000","9,547,000,000","13,078,000,000","8,223,000,000","8,824,000,000","11,622,000,000","13,064,000,000","6,623,000,000","7,308,000,000","5,987,000,000","6,004,000,000","4,308,000,000","3,253,000,000","3,074,000,000","3,378,000,000","1,665,000,000","1,229,000,000","1,205,000,000","1,605,000,000","1,136,000,000","1,072,000,000","1,045,000,000","1,581,000,000","904,000,000","818,000,000","770,000,000","1,004,000,000","542,000,000","472,000,000","410,000,000","565,000,000","430,000,000","320,000,000","290,000,000","295,000,000","106,000,000","61,000,000","46,000,000","63,000,000","44,000,000","19,000,000","14,000,000","-8,000,000","-45,000,000","32,000,000","40,000,000","38,000,000","66,000,000","61,000,000","43,000,000","-195,000,000","170,000,000","200,000,000","233,000,000","183,000,000","111,000,000","203,000,000","135,000,000","152,000,000","106,000,000","101,000,000","55,000,000","47,000,000","-161,000,000","-56,000,000","-708,000,000","-120,000,000","25,000,000","-32,000,000","-740,000,000","-69,000,000","60,000,000","103,000,000","73,000,000","188,000,000","114,655,000","138,101,000","17,000,000","40,018,000","2,700,000","-188,300,000","110,900,000","161,300,000","97,600,000","131,700,000","135,100,000","166,000,000","81,200,000","-53,100,000","131,100,000","150,500,000","98,500,000","119,800,000","131,800,000","124,800,000",,,,,,,,,,,,,,,,,
