name,ttm,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
BasicEPS,,"1.7","0.74","0.653","0.645","1.26","0.763","0.55","0.618","1.055","0.735","0.59","0.688","0.98","0.52","0.42","0.528","0.845","0.42","0.358","0.478","0.825","0.493","0.465","0.585","0.77","0.358","0.323","0.418","0.521","0.297","0.268","0.363","0.498","0.313","0.336","0.445","0.501","0.255","0.282","0.232","0.233",,"0.128","0.121","0.134","0.066","0.049","0.048","0.065",,"0.043","0.043","0.065",,"0.034","0.032","0.042",,"0.02","0.018","0.024",,"0.014","0.013","0.013",,"0.003","0.002","0.003",,"0.001","0.001","-0",,"0.002","0.002","0.002",,"0.003","0.002","-0.01",,"0.011","0.013","0.01",,"0.013","0.009","0.01",,"0.007","0.004","0.003",,"-0.004","-0.05","-0.009",,"-0.002","-0.053","-0.005",,"0.008","0.005","0.014",,"0.01","0.001","0.003",,"-0.015","0.008","0.012",,"0.01","0.01","0.012",,"-0.004","0.01","0.011",,"0.009","0.009","0.009",,"0.007","0.004","0.01",,"0.006","0.006","0.008",,"0.004","0.002","0.004",,"0.002","0.002","0.004",
DilutedEPS,,"1.68","0.73","0.645","0.638","1.248","0.758","0.545","0.615","1.045","0.728","0.585","0.683","0.973","0.518","0.418","0.525","0.84","0.418","0.355","0.475","0.82","0.49","0.463","0.583","0.765","0.355","0.32","0.415","0.518","0.295","0.267","0.36","0.493","0.31","0.333","0.439","0.495","0.252","0.278","0.229","0.23",,"0.125","0.119","0.131","0.065","0.048","0.048","0.064",,"0.043","0.041","0.063",,"0.033","0.031","0.041",,"0.019","0.017","0.023",,"0.013","0.012","0.013",,"0.003","0.002","0.003",,"0.001","0.001","-0",,"0.002","0.002","0.002",,"0.003","0.002","-0.01",,"0.01","0.011","0.009",,"0.011","0.008","0.008",,"0.006","0.003","0.003",,"-0.004","-0.05","-0.009",,"-0.002","-0.053","-0.005",,"0.008","0.005","0.014",,"0.01","0.001","0.003",,"-0.015","0.008","0.012",,"0.01","0.01","0.012",,"-0.004","0.01","0.011",,"0.009","0.009","0.009",,"0.007","0.004","0.01",,"0.006","0.006","0.008",,"0.004","0.002","0.004",,"0.002","0.002","0.004",
BasicAverageShares,,"16,935,119,000","17,057,622,000","17,250,292,000","17,440,404,000","17,660,160,000","17,963,248,000","18,282,532,000","18,696,284,000","18,943,280,000","19,206,356,000","19,528,668,000","20,099,508,000","20,451,508,000","20,597,712,000","20,780,352,000","20,903,164,000","21,194,644,000","21,467,648,000","21,772,232,000","22,057,524,000","22,235,720,000","22,587,664,000","22,919,544,000","23,175,196,000","23,372,328,000","23,735,380,000","24,050,540,000","24,493,196,000","25,090,016,000","25,316,564,000","25,721,304,000","26,309,612,000","26,289,648,000","26,273,604,000","26,224,688,000","26,140,296,000","26,069,148,000","25,991,840,000","25,931,024,000","25,849,488,000","25,740,232,000",,"25,541,516,000","25,411,344,000","25,299,176,000","25,144,896,000","25,023,936,000","24,953,040,000","24,895,976,000",,"24,744,664,000","24,627,288,000","24,524,080,000",,"24,270,568,000","24,164,084,000","24,015,348,000",,"23,838,500,000","23,545,480,000","23,261,868,000",,"22,822,576,000","22,628,816,000","22,092,896,000",,"21,001,288,000","20,459,432,000","20,297,200,000",,"20,204,408,000","20,187,440,000","20,107,192,000",,"19,956,720,000","19,794,880,000","19,674,480,000",,"19,530,840,000","19,380,480,000","18,881,520,000",,"18,202,240,000","18,163,264,000","18,036,368,000",,"16,134,048,000","15,273,552,000","15,150,240,000",,"14,903,616,000","14,780,528,000","14,334,768,000",,"14,168,000,000","14,068,208,000","13,947,584,000",,"13,858,320,000","13,849,808,000","13,775,328,000",,"13,798,736,000","13,736,128,000","13,619,221,056",,"13,312,320,000","13,321,728,000","13,099,072,000",,"12,859,512,195","13,500,869,565","13,481,791,045",,"13,657,777,778","13,755,636,364","13,670,588,235",,"13,516,363,636","13,595,555,556","13,168,750,000",,"13,976,666,667","14,193,846,154","14,560,000,000",,"13,889,792,000","14,307,664,000","14,285,264,000",,"14,622,720,000","13,946,352,000","14,063,280,000",,"14,028,672,000","14,028,672,000","14,260,064,000",,"14,260,064,000","14,033,600,000","13,837,824,000",
DilutedAverageShares,,"17,113,688,000","17,256,521,000","17,419,152,000","17,618,764,000","17,818,416,000","18,081,492,000","18,405,520,000","18,802,584,000","19,093,008,000","19,390,188,000","19,706,436,000","20,273,972,000","20,631,148,000","20,734,340,000","20,933,996,000","21,046,752,000","21,311,980,000","21,573,332,000","21,891,124,000","22,163,544,000","22,376,508,000","22,730,076,000","23,092,396,000","23,339,432,000","23,527,212,000","23,888,328,000","24,206,844,000","24,626,784,000","25,240,656,000","25,455,668,000","25,879,420,000","26,488,980,000","26,522,076,000","26,549,208,000","26,517,652,000","26,457,004,000","26,364,016,000","26,306,476,000","26,258,680,000","26,206,432,000","26,128,312,000",,"25,966,108,000","25,840,584,000","25,753,924,000","25,602,472,000","25,456,480,000","25,283,804,000","25,241,832,000",,"25,288,676,000","25,181,212,000","25,201,512,000",,"24,938,788,000","24,826,284,000","24,732,316,000",,"24,538,304,000","24,599,036,000","24,477,796,000",,"24,099,264,000","23,996,308,000","23,468,872,000",,"21,986,776,000","21,180,880,000","20,849,248,000",,"20,371,512,000","20,285,608,000","20,107,192,000",,"20,545,392,000","20,494,264,000","20,020,504,000",,"20,099,072,000","19,757,472,000","18,881,520,000",,"20,261,752,000","20,383,216,000","19,982,704,000",,"19,560,800,000","19,398,848,000","19,270,944,000",,"19,240,032,000","16,342,480,000","15,661,968,000",,"14,168,000,000","14,068,208,000","13,947,584,000",,"13,858,320,000","13,849,808,000","13,775,328,000",,"13,798,736,000","13,736,128,000","13,625,472,000",,"13,312,320,000","13,321,728,000","13,099,072,000",,"12,859,512,195","13,500,869,565","13,481,791,045",,"13,657,777,778","13,755,636,364","13,670,588,235",,"13,516,363,636","13,595,555,556","13,168,750,000",,"13,976,666,667","14,193,846,154","14,560,000,000",,"13,889,792,000","14,307,664,000","14,285,264,000",,"14,622,720,000","13,946,352,000","14,063,280,000",,"14,028,672,000","14,028,672,000","14,260,064,000",,"14,260,064,000","14,033,600,000","13,837,824,000",
TotalOperatingIncomeAsReported,"74,253,000,000","33,534,000,000","14,775,000,000","13,091,000,000","12,853,000,000","25,569,000,000","15,625,000,000","11,544,000,000","13,415,000,000","23,346,000,000","16,118,000,000","12,612,000,000","15,894,000,000","26,274,000,000","13,120,000,000","10,768,000,000","14,097,000,000","23,359,000,000","11,761,000,000","10,105,000,000","13,987,000,000","24,171,000,000","14,623,000,000","14,083,000,000","18,278,000,000","24,246,000,000","11,165,000,000","10,282,000,000","13,593,000,000","17,463,000,000","10,030,000,000","9,201,000,000","12,558,000,000","17,210,000,000","10,944,000,000","11,573,000,000","15,384,000,000","17,340,000,000","8,710,000,000","9,379,000,000","7,874,000,000","7,827,000,000","5,447,000,000","4,234,000,000","3,979,000,000","4,725,000,000","2,193,000,000","1,672,000,000","1,667,000,000","2,126,000,000","1,442,000,000","1,392,000,000","1,315,000,000","2,126,000,000","1,060,000,000","1,041,000,000","986,000,000","1,322,000,000","608,000,000","566,000,000","529,000,000","750,000,000","418,000,000","427,000,000","402,000,000","403,000,000","128,000,000","72,000,000","52,000,000","74,000,000","31,000,000","9,000,000","-4,000,000","-37,000,000","-20,000,000","13,000,000","28,000,000","-4,000,000","53,000,000","31,000,000","-8,000,000","-420,000,000","84,000,000","168,000,000","170,000,000","100,000,000","49,000,000","104,000,000","79,000,000","127,000,000","109,000,000","61,000,000","51,000,000","40,000,000","-170,000,000","-60,000,000","-716,000,000","-124,000,000","34,000,000","-116,000,000","-1,182,000,000","-119,000,000","72,000,000","162,000,000","166,000,000","284,000,000","190,411,000","232,421,000","35,000,000","64,707,000","7,100,000","-306,700,000","169,100,000","240,800,000","131,600,000","201,100,000","210,400,000","262,600,000","121,300,000","-88,800,000","186,600,000","228,400,000","140,600,000","182,300,000","199,200,000","190,000,000",,,,,,,,,,,,,,,,,
TotalExpenses,"219,882,000,000","77,905,000,000","49,923,000,000","46,594,000,000","45,460,000,000","66,250,000,000","48,415,000,000","42,265,000,000","44,600,000,000","60,964,000,000","46,782,000,000","40,653,000,000","45,243,000,000","62,019,000,000","39,459,000,000","34,640,000,000","38,799,000,000","54,992,000,000","35,091,000,000","32,253,000,000","36,570,000,000","51,701,000,000","36,878,000,000","35,522,000,000","39,732,000,000","50,353,000,000","30,958,000,000","27,150,000,000","32,053,000,000","40,131,000,000","27,442,000,000","26,122,000,000","31,045,000,000","37,302,000,000","25,022,000,000","23,450,000,000","23,802,000,000","28,993,000,000","19,560,000,000","19,192,000,000","16,793,000,000","18,914,000,000","14,896,000,000","11,466,000,000","9,520,000,000","10,958,000,000","7,677,000,000","6,665,000,000","6,496,000,000","8,041,000,000","6,453,000,000","6,072,000,000","6,197,000,000","7,482,000,000","5,157,000,000","4,369,000,000","4,278,000,000","5,793,000,000","4,229,000,000","3,804,000,000","3,830,000,000","4,999,000,000","3,260,000,000","3,093,000,000","2,841,000,000","3,087,000,000","2,217,000,000","1,934,000,000","1,847,000,000","1,932,000,000","1,684,000,000","1,536,000,000","1,476,000,000","1,486,000,000","1,459,000,000","1,416,000,000","1,467,000,000","1,355,000,000","1,397,000,000","1,444,000,000","1,439,000,000","1,427,000,000","1,786,000,000","1,657,000,000","1,775,000,000","2,145,000,000","1,269,000,000","1,454,000,000","1,442,000,000","1,583,000,000","1,447,000,000","1,341,000,000","1,354,000,000","1,538,000,000","1,647,000,000","1,797,000,000","2,162,000,000","2,253,000,000","2,315,000,000","2,295,000,000","3,160,000,000","3,267,000,000","2,931,000,000","2,419,000,000","2,486,000,000","2,565,000,000","2,302,875,000","2,044,342,000","2,042,000,000","2,404,147,000","2,133,700,000","2,168,700,000","1,804,800,000","1,759,500,000","1,636,100,000","1,539,100,000","1,505,600,000","1,600,000,000","1,385,700,000","1,617,400,000","1,411,100,000","1,447,100,000","1,213,500,000","1,182,500,000","1,147,000,000","1,303,400,000",,,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"63,930,000,000","28,755,000,000","12,673,000,000","11,253,000,000","11,249,000,000","22,236,000,000","13,686,000,000","10,044,000,000","11,561,000,000","19,965,000,000","14,125,000,000","11,519,000,000","13,822,000,000","20,065,000,000","10,714,000,000","8,717,000,000","11,029,000,000","17,891,000,000","9,014,000,000","7,796,000,000","10,516,000,000","18,361,000,000","11,124,000,000","10,677,000,000","13,569,000,000","18,024,000,000","8,467,000,000","7,748,000,000","10,223,000,000","13,072,000,000","7,512,000,000","6,900,000,000","9,547,000,000","13,078,000,000","8,223,000,000","8,824,000,000","11,622,000,000","13,064,000,000","6,623,000,000","7,308,000,000","5,987,000,000","6,004,000,000","4,308,000,000","3,253,000,000","3,074,000,000","3,378,000,000","1,665,000,000","1,229,000,000","1,205,000,000","1,605,000,000","1,136,000,000","1,072,000,000","1,045,000,000","1,581,000,000","904,000,000","818,000,000","770,000,000","1,004,000,000","542,000,000","472,000,000","410,000,000","565,000,000","430,000,000","320,000,000","290,000,000","295,000,000","106,000,000","61,000,000","46,000,000","63,000,000","41,000,000","19,000,000","14,000,000","-6,000,000","-45,000,000","32,000,000","40,000,000","38,000,000","66,000,000","61,000,000","43,000,000","-207,000,000","170,000,000","200,000,000","233,000,000","183,000,000","111,000,000","203,000,000","135,000,000","152,000,000","106,000,000","101,000,000","55,000,000","47,000,000","-161,000,000","-56,000,000","-708,000,000","-120,000,000","25,000,000","-32,000,000","-740,000,000","-69,000,000","60,000,000","103,000,000","73,000,000","188,000,000","114,655,000","138,101,000","17,000,000","40,018,000","2,700,000","-188,300,000","110,900,000","161,300,000","97,600,000","131,700,000","135,100,000","166,000,000","81,200,000","-53,100,000","131,100,000","150,500,000","98,500,000","119,800,000","131,800,000","124,800,000",,,,,,,,,,,,,,,,,
NormalizedIncome,"63,930,000,000","28,755,000,000","12,673,000,000","11,253,000,000","11,249,000,000","22,236,000,000","13,686,000,000","10,044,000,000","11,561,000,000","19,965,000,000","14,125,000,000","11,519,000,000","13,822,000,000","20,065,000,000","10,714,000,000","8,717,000,000","11,029,000,000","17,891,000,000","9,014,000,000","7,796,000,000","10,516,000,000","18,361,000,000","11,124,000,000","10,677,000,000","13,569,000,000","18,024,000,000","8,467,000,000","7,748,000,000","10,223,000,000","13,072,000,000","7,512,000,000","6,900,000,000","9,547,000,000","13,078,000,000","8,223,000,000","8,824,000,000","11,622,000,000","13,064,000,000","6,623,000,000","7,308,000,000","5,987,000,000","6,004,000,000","4,308,000,000","3,253,000,000","3,074,000,000","3,378,000,000","1,665,000,000","1,229,000,000","1,205,000,000","1,605,000,000","1,136,000,000","1,072,000,000","1,045,000,000","1,581,000,000","904,000,000","818,000,000","770,000,000","1,004,000,000","542,000,000","472,000,000","410,000,000","565,000,000","430,000,000","320,000,000","290,000,000","295,000,000","109,605,442.177","66,023,529.412","53,187,500","60,103,448.276","30,563,636.364","15,346,153.846","9,578,947.368","11,250,000","6,750,000","32,000,000","40,000,000","38,716,981.132","60,382,978.723","53,287,356.322","39,532,258.065","-247,698,305.085","102,445,414.847","162,962,962.963","159,959,247.649","158,956,204.38","96,792,000","113,467,248.908","94,411,764.706","123,218,934.911","106,000,000","101,000,000","55,000,000","47,000,000","-24,000,000","-56,000,000","-553,000,000","-120,000,000","-39,375,000","-30,745,098.039","-614,042,553.191","-75,963,302.752","51,789,473.684","107,396,341.463","115,793,103.448","177,311,036.789","114,655,000","59,450,706.366","20,642,857.143","40,018,000","4,479,545.455","-190,098,057.293","104,824,986.026","149,273,789.393","81,674,158.73","124,693,361.582","130,449,931.161","162,838,685.586","75,125,496.183","-55,147,079.439","115,603,546.099","141,570,457.355","85,745,043.371","111,199,287.169","121,492,642.295","115,894,428.152",,,,,,,,,,,,,,,,,
InterestIncome,"3,465,000,000","747,000,000","768,000,000","901,000,000","1,049,000,000","1,045,000,000","1,106,000,000","1,190,000,000","1,358,000,000","1,307,000,000","1,311,000,000","1,418,000,000","1,505,000,000","1,452,000,000","1,368,000,000","1,327,000,000","1,282,000,000","1,224,000,000","1,036,000,000","1,036,000,000","986,000,000","941,000,000","826,000,000","766,000,000","675,000,000","654,000,000","519,000,000","439,000,000","410,000,000","427,000,000","390,000,000","385,000,000","420,000,000","421,000,000",,,,,,,,,,,,,,,,,,,,,"188,000,000","168,000,000","158,000,000","133,000,000","120,000,000","99,000,000","87,000,000","88,000,000",,,,"28,000,000","20,000,000","15,000,000","15,000,000","14,000,000","13,000,000","15,000,000","18,000,000","23,000,000","23,000,000","29,000,000","29,000,000","34,000,000","43,000,000","51,000,000",,"64,000,000","59,000,000",,,"47,000,000","42,000,000",,,"32,000,000",,,,,,,,,"22,000,000","10,000,000","11,000,000","17,000,000","24,000,000","32,000,000","26,000,000",,,,"8,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"2,726,000,000","638,000,000","634,000,000","697,000,000","757,000,000","785,000,000","810,000,000","866,000,000","1,010,000,000","890,000,000","868,000,000","846,000,000","792,000,000","734,000,000","666,000,000","602,000,000","530,000,000","525,000,000","450,000,000","409,000,000","321,000,000","276,000,000","238,000,000","201,000,000","163,000,000","131,000,000","115,000,000","100,000,000","85,000,000","84,000,000","83,000,000","53,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","3,000,000","3,000,000","2,000,000","4,000,000",,"5,000,000","6,000,000",,,"5,000,000","5,000,000",,,"16,000,000",,,,,,,,,"18,000,000","12,000,000","13,000,000","17,000,000","15,000,000","16,000,000","10,000,000",,,,"8,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"739,000,000","109,000,000","134,000,000","204,000,000","292,000,000","260,000,000","296,000,000","324,000,000","348,000,000","417,000,000","443,000,000","572,000,000","713,000,000","718,000,000","702,000,000","725,000,000","752,000,000","699,000,000","586,000,000","627,000,000","665,000,000","665,000,000","588,000,000","565,000,000","512,000,000","523,000,000","404,000,000","339,000,000","325,000,000","343,000,000","307,000,000","332,000,000","420,000,000","421,000,000",,,,,,,,,,,,,,,,,,,,,"188,000,000","168,000,000","158,000,000","133,000,000","120,000,000","99,000,000","87,000,000","88,000,000","60,000,000","46,000,000","33,000,000","28,000,000","20,000,000","15,000,000","14,000,000","12,000,000","11,000,000","13,000,000","16,000,000","21,000,000","21,000,000","27,000,000","26,000,000","31,000,000","41,000,000","47,000,000","65,000,000","59,000,000","53,000,000","52,000,000","49,000,000","42,000,000","37,000,000","24,000,000","19,000,000","16,000,000","-25,000,000","48,000,000","8,000,000","7,000,000","-5,000,000","4,000,000","8,000,000","4,000,000","4,000,000","-2,000,000","-2,000,000","0","9,000,000","16,000,000","16,000,000","15,000,000","20,135,000","-9,678,000","0","-163,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"77,478,000,000","34,217,000,000","15,535,000,000","13,834,000,000","13,892,000,000","26,703,000,000","16,937,000,000","12,777,000,000","14,803,000,000","24,796,000,000","17,289,000,000","14,130,000,000","16,960,000,000","27,764,000,000","14,583,000,000","11,910,000,000","15,214,000,000","24,705,000,000","12,638,000,000","10,878,000,000","14,463,000,000","24,849,000,000","15,300,000,000","14,674,000,000","18,727,000,000","24,547,000,000","11,587,000,000","10,584,000,000","13,903,000,000","17,793,000,000","10,226,000,000","9,488,000,000","12,558,000,000","17,210,000,000","10,944,000,000","11,573,000,000","15,384,000,000","17,340,000,000","8,710,000,000","9,379,000,000","7,874,000,000","7,827,000,000","5,447,000,000","4,234,000,000","3,979,000,000","4,725,000,000","2,193,000,000","1,672,000,000","1,667,000,000","2,126,000,000","1,442,000,000","1,392,000,000","1,315,000,000","2,126,000,000","1,060,000,000","1,041,000,000","986,000,000","1,322,000,000","973,000,000","566,000,000","529,000,000","750,000,000","418,000,000","427,000,000","402,000,000","429,000,000","147,000,000","85,000,000","65,000,000","89,000,000","57,000,000","28,000,000","21,000,000","-6,000,000","-58,000,000","41,000,000","58,000,000","56,000,000","96,000,000","91,000,000","-8,000,000","-290,000,000","235,000,000","168,000,000","170,000,000","279,000,000","130,000,000","104,000,000","88,000,000","185,000,000","239,000,000","61,000,000","51,000,000","40,000,000","-229,000,000","-60,000,000","-561,000,000","-124,000,000","58,000,000","-39,000,000","-1,162,000,000","-92,000,000","110,000,000","180,000,000","126,000,000","267,000,000","334,931,000","105,566,000","36,000,000","64,707,000","7,100,000","-306,700,000","169,100,000","240,800,000","131,600,000","201,100,000","210,400,000","262,600,000","121,300,000","-88,800,000","186,600,000","228,400,000","140,600,000","182,300,000","199,200,000","190,000,000","-3,266,000,000","1,248,200,000","1,246,900,000","1,405,100,000","-2,282,400,000","993,100,000","867,200,000","1,042,400,000","-1,503,100,000","637,100,000","575,300,000","662,300,000","-1,117,600,000","448,300,000","408,900,000","533,900,000","-1,361,300,000"
EBITDA,"88,384,000,000"
ReconciledCostOfRevenue,"180,068,000,000","67,111,000,000","40,009,000,000","37,005,000,000","35,943,000,000","56,602,000,000","39,727,000,000","33,582,000,000","36,194,000,000","52,279,000,000","38,816,000,000","32,844,000,000","37,715,000,000","54,381,000,000","32,648,000,000","27,920,000,000","32,305,000,000","48,175,000,000","29,039,000,000","26,252,000,000","30,636,000,000","45,449,000,000","30,953,000,000","29,924,000,000","34,354,000,000","44,858,000,000","26,114,000,000","22,697,000,000","27,699,000,000","35,748,000,000","23,601,000,000","22,299,000,000","27,254,000,000","33,452,000,000","21,565,000,000","20,029,000,000","20,622,000,000","25,630,000,000","16,890,000,000","16,649,000,000","14,449,000,000","16,443,000,000","12,831,000,000","9,564,000,000","7,874,000,000","9,272,000,000","6,256,000,000","5,314,000,000","5,192,000,000","6,635,000,000","5,156,000,000","4,864,000,000","5,038,000,000","6,276,000,000","4,127,000,000","3,415,000,000","3,415,000,000","4,895,000,000","3,425,000,000","3,045,000,000","3,062,000,000","4,185,000,000","2,643,000,000","2,476,000,000","2,275,000,000","2,494,000,000","1,716,000,000","1,455,000,000","1,379,000,000","1,470,000,000","1,259,000,000","1,117,000,000","1,057,000,000","1,066,000,000","1,062,000,000","1,038,000,000","1,086,000,000","953,000,000","1,013,000,000","1,041,000,000","1,046,000,000","1,028,000,000","1,403,000,000","1,282,000,000","1,396,000,000","1,736,000,000","952,000,000","1,131,000,000","1,127,000,000","1,228,000,000","1,139,000,000","1,042,000,000","1,056,000,000","1,225,000,000","1,294,000,000","1,389,000,000","1,298,000,000","1,732,000,000","1,810,000,000","1,776,000,000","2,606,000,000","2,673,000,000","2,382,000,000","1,847,000,000","1,957,000,000","2,018,000,000","1,814,413,000","1,576,036,000","1,578,000,000","1,876,830,000","1,547,900,000","1,214,600,000","1,170,300,000","1,150,000,000","952,700,000","911,600,000","910,300,000","999,600,000","794,300,000","774,800,000","772,700,000","767,700,000","591,400,000","578,300,000","565,400,000","668,500,000",,,,,,,,,,,,,,,,,
ReconciledDepreciation,"10,906,000,000","2,666,000,000","2,702,000,000","2,752,000,000","2,786,000,000","2,816,000,000","3,179,000,000","2,933,000,000","3,040,000,000","3,395,000,000","2,754,000,000","2,665,000,000","2,739,000,000","2,745,000,000","2,484,000,000","2,354,000,000","2,332,000,000","2,987,000,000","2,548,000,000","2,526,000,000","2,477,000,000","2,954,000,000","3,119,000,000","3,084,000,000","2,479,000,000","2,575,000,000","1,969,000,000","1,946,000,000","1,887,000,000","2,144,000,000","1,783,000,000","1,694,000,000","1,692,000,000","1,588,000,000","981,000,000","835,000,000","740,000,000","721,000,000","543,000,000","481,000,000","434,000,000","356,000,000","329,000,000","273,000,000","216,000,000","209,000,000","197,000,000","176,000,000","172,000,000","158,000,000","134,000,000","117,000,000","116,000,000","106,000,000","93,000,000","81,000,000","69,000,000","74,000,000","66,000,000","57,000,000","50,000,000","52,000,000","51,000,000","46,000,000","41,000,000","41,000,000","40,000,000","41,000,000","36,000,000","33,000,000","20,000,000","31,000,000","30,000,000","32,000,000","33,000,000","28,000,000","29,000,000","28,000,000","30,000,000","26,000,000","22,000,000","24,000,000","18,000,000","25,000,000","21,000,000","20,000,000","19,000,000","19,000,000","24,000,000","23,000,000","23,000,000","32,000,000","28,000,000","28,000,000","41,000,000","22,000,000","30,000,000","25,000,000","46,000,000","22,000,000","46,000,000","42,000,000","23,000,000","37,000,000","29,000,000","38,000,000","45,620,000","41,338,000","38,394,000","42,606,000","42,500,000","41,400,000","42,800,000","39,400,000","60,000,000","57,200,000","50,200,000","49,800,000","57,900,000","53,500,000","45,900,000","47,100,000","60,800,000","49,900,000","44,200,000","47,800,000",,,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"63,930,000,000","28,755,000,000","12,673,000,000","11,253,000,000","11,249,000,000","22,236,000,000","13,686,000,000","10,044,000,000","11,561,000,000","19,965,000,000","14,125,000,000","11,519,000,000","13,822,000,000","20,065,000,000","10,714,000,000","8,717,000,000","11,029,000,000","17,891,000,000","9,014,000,000","7,796,000,000","10,516,000,000","18,361,000,000","11,124,000,000","10,677,000,000","13,569,000,000","18,024,000,000","8,467,000,000","7,748,000,000","10,223,000,000","13,072,000,000","7,512,000,000","6,900,000,000","9,547,000,000","13,078,000,000","8,223,000,000","8,824,000,000","11,622,000,000","13,064,000,000","6,623,000,000","7,308,000,000","5,987,000,000","6,004,000,000","4,308,000,000","3,253,000,000","3,074,000,000","3,378,000,000","1,665,000,000","1,229,000,000","1,205,000,000","1,605,000,000","1,136,000,000","1,072,000,000","1,045,000,000","1,581,000,000","904,000,000","818,000,000","770,000,000","1,004,000,000","542,000,000","472,000,000","410,000,000","565,000,000","430,000,000","320,000,000","290,000,000","295,000,000","106,000,000","61,000,000","46,000,000","63,000,000","41,000,000","19,000,000","14,000,000","-6,000,000","-45,000,000","32,000,000","40,000,000","38,000,000","66,000,000","61,000,000","43,000,000","-207,000,000","170,000,000","200,000,000","233,000,000","183,000,000","111,000,000","203,000,000","135,000,000","152,000,000","106,000,000","101,000,000","55,000,000","47,000,000","-161,000,000","-56,000,000","-708,000,000","-120,000,000","25,000,000","-32,000,000","-740,000,000","-69,000,000","60,000,000","103,000,000","73,000,000","188,000,000","114,655,000","138,101,000","17,000,000","40,018,000","2,700,000","-188,300,000","110,900,000","161,300,000","97,600,000","131,700,000","135,100,000","166,000,000","81,200,000","-53,100,000","131,100,000","150,500,000","98,500,000","119,800,000","131,800,000","124,800,000",,,,,,,,,,,,,,,,,
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"288,000,000","148,000,000","137,000,000",,"172,000,000","26,000,000","136,000,000",,"58,000,000","50,000,000","33,000,000","-362,000,000","60,000,000","63,000,000","158,000,000","140,000,000","118,000,000","162,000,000","200,000,000","-18,000,000","-13,000,000","-10,000,000","-7,000,000","-7,000,000","-4,000,000","-11,000,000","81,000,000","0","0","0","-2,000,000","-5,000,000","-7,000,000","-10,000,000","4,000,000","14,000,000","5,000,000","6,000,000","-23,000,000","-69,000,000","0","0","-1,000,000","8,000,000","11,000,000","5,000,000","58,000,000","91,000,000","50,000,000","100,000,000","36,000,000","16,000,000","101,000,000","46,000,000","32,000,000","0","-7,000,000",,,"-137,000,000",,"-155,000,000",,"103,000,000","-2,000,000","-200,000,000","11,000,000","13,000,000","-7,000,000","-68,000,000","17,000,000","0","126,855,000","-6,000,000",,"-2,900,000","2,900,000","9,800,000","19,400,000","25,700,000","11,300,000","7,500,000","5,100,000","9,800,000","3,300,000","25,000,000","14,400,000","20,900,000","14,100,000","16,900,000","14,600,000",,,,,,,,,,,,,,,,,
